"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"asomadettudo","2025-09-14","21:51:07","@GayerGus Anula tudo",0,20,3,0,1,0,0,"",0.019375285133719444,0.18540921807289124,0.7952154874801636,"negativo"
"BeersQui","2025-09-14","21:28:47","@GayerGus Se votasse contra era comunista. Ficou com medo",0,57,9,0,1,0,0,"",0.009913858957588673,0.2862037122249603,0.7038823962211609,"negativo"
"AnaluciaMaia7","2025-09-14","21:14:40","@GayerGus Fiz honra a toga",0,26,5,0,1,0,0,"",0.20862996578216553,0.7516506314277649,0.03971945121884346,"neutro"
"sterpeloni","2025-09-14","21:02:34","@LuizFClark @GayerGus FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA",0,276,62,0,2,0,0,"",0.4086732566356659,0.5560092926025391,0.03531738743185997,"neutro"
"sterpeloni","2025-09-14","21:02:18","@GayerGus FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA",0,264,61,0,1,0,0,"",0.3867702782154083,0.5742722749710083,0.03895743563771248,"neutro"
"sterpeloni","2025-09-14","21:01:07","@GayerGus Fux honra a toga!",0,27,5,0,1,0,0,"",0.5414577126502991,0.41493940353393555,0.04360295832157135,"positivo"
"EdsonRossim","2025-09-14","16:43:13","@GayerGus Fux honra a toga.",0,27,5,0,1,0,0,"",0.37914982438087463,0.5680954456329346,0.052754782140254974,"neutro"
"MauricioSorade1","2025-09-14","15:25:17","@GayerGus Fux honra a Toga",0,26,5,0,1,0,0,"",0.11667735129594803,0.8484302163124084,0.03489232808351517,"neutro"
"ms654321souza","2025-09-14","14:04:45","@GayerGus A toga do$ outro$, $ó $erve para vobrir a mu$cúlatura glútea, $uja de 💩",0,81,15,1,1,0,0,"",0.03021658957004547,0.3396238386631012,0.6301594972610474,"negativo"
"ms654321souza","2025-09-14","14:02:20","@GayerGus FUX HONRA A TOGA. A MENDONÇA HONRA A TOGA.",0,52,10,0,1,0,0,"",0.09389306604862213,0.8797939419746399,0.0263130534440279,"neutro"
"HumbertoPortug2","2025-09-14","09:37:05","@GayerGus SEM ANISTIA PRA GOLPISTA. PAPUDA PRO BOZO E SEUS COMPARSAS JÁ",0,71,12,0,1,0,0,"",0.00341188651509583,0.012112650088965893,0.9844754338264465,"negativo"
"AdelionBarbosa","2025-09-14","09:18:14","@GayerGus Fux honra a toga #fuxhonraatoga",0,41,6,0,1,0,0,"",0.210200235247612,0.7638381719589233,0.025961603969335556,"neutro"
"JorgeLu28049779","2025-09-14","01:34:54","@GayerGus Fix honra a toga",0,26,5,0,1,0,0,"",0.28285741806030273,0.6516482830047607,0.06549431383609772,"neutro"
"JosMcio4","2025-09-14","00:11:00","@iaraperez47 @GayerGus Fux honra a toga",0,39,6,0,2,0,0,"",0.4312818944454193,0.5348796844482422,0.033838432282209396,"neutro"
"JosMcio4","2025-09-14","00:09:54","@cascorreia81 @GayerGus Fux honra a toga",0,40,6,0,2,0,0,"",0.4312818944454193,0.5348796844482422,0.033838432282209396,"neutro"
"JosMcio4","2025-09-14","00:09:17","@ClaudioRocha70 @GayerGus Fux honra a toga",0,42,6,0,2,0,0,"",0.4312818944454193,0.5348796844482422,0.033838432282209396,"neutro"
"mkilmarvinoca","2025-09-13","22:46:32","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"mkilmarvinoca","2025-09-13","22:45:26","@GayerGus Fux onra a toga",0,25,5,0,1,0,0,"",0.05121629312634468,0.7481010556221008,0.2006826549768448,"neutro"
"VilmarP90912696","2025-09-13","22:37:58","@GayerGus Fux Honra a Toga.",0,27,5,0,1,0,0,"",0.29670074582099915,0.651652991771698,0.051646195352077484,"neutro"
"CarlosG4315869","2025-09-13","22:30:10","@GayerGus Lula é ladrão, criminoso, crápula, verme, lixo, assassino, etc etc",0,76,11,0,1,0,0,"",0.0039880406111478806,0.009183443151414394,0.9868284463882446,"negativo"
"nilton5555","2025-09-13","22:25:56","@GayerGus Fux apoia golpista",0,28,4,0,1,0,0,"",0.005514550022780895,0.033663537353277206,0.9608218669891357,"negativo"
"Rosimar65884224","2025-09-13","21:31:23","@GayerGus Fux honra a Toga",0,26,5,0,1,0,0,"",0.11667735129594803,0.8484302163124084,0.03489232808351517,"neutro"
"Edma10","2025-09-13","21:00:18","@GayerGus FUX HONRA A TOGA. Vamos levantar essa bandeira.",0,57,9,0,1,0,0,"",0.6057553291320801,0.3682193160057068,0.02602531760931015,"positivo"
"itamirgaiao","2025-09-13","20:45:53","@GayerGus Fiz honra a toga",0,26,5,0,1,0,0,"",0.20862996578216553,0.7516506314277649,0.03971945121884346,"neutro"
"TaniaMaraI30222","2025-09-13","19:14:29","@GayerGus #FuxHonraATogaAnulaTudo honra a toga",0,46,5,0,1,0,0,"",0.09942351281642914,0.708805501461029,0.19177109003067017,"neutro"
"verafraga22","2025-09-13","18:43:59","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"Adrielsooon","2025-09-13","17:27:42","@GayerGus #Fuxhorraatoga",0,24,2,0,1,0,0,"",0.06874620914459229,0.9116928577423096,0.019560951739549637,"neutro"
"maelzamota","2025-09-13","17:16:43","@GayerGus FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA",0,230,53,0,1,0,0,"",0.38277843594551086,0.5810027122497559,0.03621887415647507,"neutro"
"CelioPereirade8","2025-09-13","17:00:02","@GayerGus FUX HONRA A TOGA ex",0,29,6,0,1,0,0,"",0.11056344211101532,0.8611096143722534,0.02832690253853798,"neutro"
"CelioPereirade8","2025-09-13","16:58:35","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,0,0,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"cunha971","2025-09-13","16:06:37","@NunesOliveira33 @GayerGus #FuxHonraAToga",0,41,3,0,2,0,0,"",0.4003022015094757,0.5890396237373352,0.010658176615834236,"neutro"
"ipe102030","2025-09-13","13:00:34","@GayerGus Fux honra a Toga!🇺🇲🇮🇱🇧🇷",0,33,5,3,1,0,0,"",0.21850109100341797,0.7304834723472595,0.05101534724235535,"neutro"
"Sonia98445055","2025-09-13","12:42:28","@GayerGus Sim com toda certeza ele foi o grande destaque do processo.",0,69,12,0,1,0,0,"",0.5591880679130554,0.4055282771587372,0.0352836437523365,"positivo"
"PedroEd14915119","2025-09-13","11:42:40","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"AngelaDani32411","2025-09-13","10:24:42","@GayerGus Cade o Senado para fiscalizar isso?",0,45,7,0,1,0,0,"",0.019070347771048546,0.18142420053482056,0.7995054721832275,"negativo"
"TkVTenorio22","2025-09-13","09:50:30","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,1,1,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"Guganic","2025-09-13","05:29:54","@GayerGus Fux honra a Toga",0,26,5,0,1,0,0,"",0.11667735129594803,0.8484302163124084,0.03489232808351517,"neutro"
"Mamebe5","2025-09-13","03:23:50","@GayerGus Gayer só para aumentar a sua indignação::: NÃO ESTAMOS NEM AÍ PARA SUAS INSIGNIFICANTES POSTAGEM.",0,107,16,0,1,0,0,"",0.006704716011881828,0.02553829923272133,0.9677570462226868,"negativo"
"neli_rgs","2025-09-13","03:15:37","@GayerGus #SOMOSTODOSBOLSONARO #FUXHONRAATOGA #ANULATUDO #INCOMPETÊNCIAABSOLUTA #DEMITAUMESQUERDISTA #DEMITAEXTREMISTAS",0,119,7,0,1,0,0,"",0.010483847931027412,0.0888022854924202,0.9007139205932617,"negativo"
"nami_regin51554","2025-09-13","02:58:01","@GayerGus O SR E SEUS COLEGAS CONTINUAM LATINDO PRA LUA. ATÉ ONDE PRETENDEM IR?! AINDA NÃO SABEM O PODER QUE TÊM NAS MÃOS?! COISA IMPRODUTIVA, SÔ..🤨",0,148,26,1,1,0,0,"",0.002904437482357025,0.010861514136195183,0.9862340688705444,"negativo"
"fabiabarros24","2025-09-13","02:13:52","@GayerGus Fiz honra a toga",0,26,5,0,1,0,0,"",0.20862996578216553,0.7516506314277649,0.03971945121884346,"neutro"
"carlosvazetiene","2025-09-13","02:06:51","@GayerGus #fuxhonraatoga",0,24,2,0,1,0,0,"",0.0872509703040123,0.9009360074996948,0.011813032440841198,"neutro"
"JoseEdu12924976","2025-09-13","01:55:07","@GayerGus Sai daí maluco",0,24,4,0,1,0,0,"",0.006062261760234833,0.03274087235331535,0.9611968398094177,"negativo"
"Cesarbertoleto","2025-09-13","01:26:33","@GayerGus Fux Honra a Toga",0,26,5,0,1,0,0,"",0.2143021672964096,0.7579238414764404,0.027774007990956306,"neutro"
"MadalenaPadua","2025-09-13","00:25:28","@GayerGus Fux honra a toga Fux honra a toga Fux honra a toga",0,60,13,0,1,0,0,"",0.5724748373031616,0.39771729707717896,0.029807811602950096,"positivo"
"SoaresJsousa","2025-09-13","00:03:55","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,0,0,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"janiltonugulino","2025-09-12","23:25:44","@GayerGus #fuxhonratoga",0,23,2,0,1,0,0,"",0.10959091782569885,0.862897515296936,0.02751157246530056,"neutro"
"ClaudioMat26939","2025-09-12","22:56:08","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"MERCIAONLINE","2025-09-12","22:22:35","@GayerGus #fuxhonraatoga 🇧🇷",0,27,3,1,1,0,0,"",0.24234944581985474,0.7435869574546814,0.014063697308301926,"neutro"
"edmarfm","2025-09-12","22:01:12","@GayerGus FUX HONRA A TOGA #fuxhonraatoga",0,41,6,0,1,0,0,"",0.20427854359149933,0.7775640487670898,0.018157444894313812,"neutro"
"PaulorlopesN","2025-09-12","21:58:14","@GayerGus Ele é um safado igual você 🫵",0,38,8,1,1,0,0,"",0.015443761833012104,0.06430119276046753,0.9202550649642944,"negativo"
"AlvimLeana","2025-09-12","20:57:09","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,0,0,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"timsilva72","2025-09-12","20:05:43","@GayerGus @ZeroGoulart São uns alienados mesmo. Kkkkkkkk.....",0,61,7,0,2,0,0,"",0.007584741804748774,0.02544783055782318,0.9669674634933472,"negativo"
"Liliana94279381","2025-09-12","19:23:46","@GayerGus Fux honra a toga.",0,27,5,0,1,0,0,"",0.37914982438087463,0.5680954456329346,0.052754782140254974,"neutro"
"cppupin","2025-09-12","19:16:58","@GayerGus FUX honra a toga!!!",0,29,5,0,1,0,0,"",0.3213602900505066,0.6595805883407593,0.019059058278799057,"neutro"
"cppupin","2025-09-12","19:15:54","@GayerGus Fui honra a toga!!!",0,29,5,0,1,0,0,"",0.5782442688941956,0.41235479712486267,0.009400933049619198,"positivo"
"Feit2Bruno","2025-09-12","19:13:40","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"Feit2Bruno","2025-09-12","19:12:51","@GayerGus Fiz honra a toga",0,26,5,0,1,0,0,"",0.20862996578216553,0.7516506314277649,0.03971945121884346,"neutro"
"SoniaMello13016","2025-09-12","19:04:21","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"Vil_vbm","2025-09-12","18:46:38","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"valbuecker","2025-09-12","18:34:07","@capitao_alden @GayerGus Fux honra a toga Fux honra a toga Fux honra a toga Fux honra a toga Fux honra a toga Fux me representa Anula tudo",0,138,27,0,2,0,0,"",0.9748061895370483,0.020843368023633957,0.004350415896624327,"positivo"
"valbuecker","2025-09-12","18:31:53","@UbaldoSimoes @GayerGus Fux honra a toga Fux honra a toga Fux honra a toga Fux honra a toga",0,91,18,0,2,0,0,"",0.5647575855255127,0.40678223967552185,0.028460083529353142,"positivo"
"valbuecker","2025-09-12","18:31:05","@SorayaRodr97633 @GayerGus Fux honra a toga",0,43,6,0,2,0,0,"",0.4312818944454193,0.5348796844482422,0.033838432282209396,"neutro"
"valbuecker","2025-09-12","18:30:13","@marilenesl @GayerGus FUX honra a toga",0,38,6,0,2,0,0,"",0.37411782145500183,0.5905793905258179,0.03530280664563179,"neutro"
"valbuecker","2025-09-12","18:29:39","@fabriciomello33 @GayerGus Fux honra a toga",0,43,6,0,2,0,0,"",0.4312818944454193,0.5348796844482422,0.033838432282209396,"neutro"
"VeraPimenta67","2025-09-12","18:25:48","@NunesOliveira33 @GayerGus #FUXHONRAATOGA",0,41,3,0,2,0,0,"",0.21990256011486053,0.7690184712409973,0.011079041287302971,"neutro"
"valbuecker","2025-09-12","18:24:33","@GayerGus FUx honra a toga",0,26,5,0,1,0,0,"",0.22923675179481506,0.6894440054893494,0.08131927251815796,"neutro"
"VeraPimenta67","2025-09-12","18:23:09","@GayerGus #FUXHONRAATOGA",0,24,2,0,1,0,0,"",0.0872509703040123,0.9009360074996948,0.011813032440841198,"neutro"
"EriveltonPatri7","2025-09-12","18:19:52","@GayerGus Fuzhonraatoga",0,23,2,0,1,0,0,"",0.06842628121376038,0.9200244545936584,0.011549297720193863,"neutro"
"AlegriaMansur","2025-09-12","18:10:35","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,0,0,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"Ricardo25572029","2025-09-12","17:51:17","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,0,0,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"soadesivos","2025-09-12","17:51:16","@GayerGus FUX HONRA A TOGA FUX HONRA A TOGA FUX HONRA A TOGA",0,60,13,0,1,0,0,"",0.2749175727367401,0.6974576711654663,0.027624763548374176,"neutro"
"DiogoFo76184592","2025-09-12","17:42:44","@GayerGus Fux Honra a Toga 🇧🇷🙏",0,30,6,2,1,0,0,"",0.34475043416023254,0.6252995133399963,0.029950112104415894,"neutro"
"DiogoFo76184592","2025-09-12","17:42:25","@GayerGus Fux Honra a Toga 🇧🇷",0,29,6,1,1,0,0,"",0.30200934410095215,0.6679677367210388,0.030022935941815376,"neutro"
"DiogoFo76184592","2025-09-12","17:41:56","@GayerGus Fux Honra a Toga",0,26,5,0,1,0,0,"",0.2143021672964096,0.7579238414764404,0.027774007990956306,"neutro"
"edy88190","2025-09-12","17:23:57","@GayerGus #alcolumbreculpadodaditaduranobrasil",0,46,2,0,1,0,0,"",0.021567612886428833,0.24756038188934326,0.7308720350265503,"negativo"
"AlmirlzL","2025-09-12","16:57:00","@GayerGus Com certeza.",0,22,3,0,1,0,0,"",0.32166436314582825,0.6091265082359314,0.06920913606882095,"neutro"
"MitidieriEliete","2025-09-12","16:25:59","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,0,0,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"NelTrizotti","2025-09-12","16:22:34","@GayerGus Fux honra toga",0,24,4,0,1,0,0,"",0.16125524044036865,0.8084352612495422,0.030309468507766724,"neutro"
"HoshinoRoberto","2025-09-12","16:01:36","@GayerGus #FUXHONRASUATOGA",0,26,2,0,1,0,0,"",0.11643899977207184,0.8702459335327148,0.013315008953213692,"neutro"
"MarciaMarileide","2025-09-12","15:58:40","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"Dalton06325536","2025-09-12","15:49:16","@GayerGus Fiz honra a toga",0,26,5,0,1,0,0,"",0.20862996578216553,0.7516506314277649,0.03971945121884346,"neutro"
"MagisBruno","2025-09-12","15:42:49","@GayerGus Sai daí bêbado matador assassino",0,42,6,0,1,0,0,"",0.0043653701432049274,0.014827466569840908,0.9808071255683899,"negativo"
"KhouriWadih","2025-09-12","15:41:38","@ElziAnanias @GayerGus O único Juiz real da Toga provou a Nulidade desse Processo - tirem as mãos do Bolsonaro..!",0,113,19,0,2,1,0,"",0.012424444779753685,0.07739181071519852,0.9101837277412415,"negativo"
"Superdireita8","2025-09-12","15:39:37","@UbaldoSimoes @GayerGus #MagnitskynaGlobo https://t.co/yMcD3Aio6F",1,65,4,0,2,1,0,"",0.07405844330787659,0.9075440168380737,0.018397510051727295,"neutro"
"Superdireita8","2025-09-12","15:39:22","@ClaudioRocha70 @GayerGus #MagnitskynaGlobo https://t.co/fQeKpiITTW",1,67,4,0,2,0,0,"",0.07405844330787659,0.9075440168380737,0.018397510051727295,"neutro"
"Superdireita8","2025-09-12","15:38:51","@cascorreia81 @GayerGus #MagnitskynaGlobo https://t.co/1zhO3zuq8M",1,65,4,0,2,0,0,"",0.07405844330787659,0.9075440168380737,0.018397510051727295,"neutro"
"KhouriWadih","2025-09-12","15:38:50","@LuizFClark @GayerGus FUX honra a Toga",0,38,6,0,2,0,0,"",0.14518055319786072,0.8307451605796814,0.02407427690923214,"neutro"
"KhouriWadih","2025-09-12","15:38:07","@GayerGus FUX é o Único Juiz de Toga",0,36,8,0,1,0,0,"",0.06326191127300262,0.8971089124679565,0.039629191160202026,"neutro"
"NaveyEliane","2025-09-12","15:38:02","@GayerGus #Fuxhonraatoga",0,24,2,0,1,0,0,"",0.0872509703040123,0.9009360074996948,0.011813032440841198,"neutro"
"MarciaR52682979","2025-09-12","15:33:54","@GayerGus https://t.co/hGEjLCT9yX",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"SylviaO33370297","2025-09-12","15:33:39","@GayerGus Fux Honrou a Toga",0,27,5,0,1,0,0,"",0.3524506986141205,0.6226271986961365,0.024922098964452744,"neutro"
"FelicioFelicio7","2025-09-12","15:27:32","@MarcosA05051979 @GayerGus FUX HONRA A",0,38,5,0,2,0,0,"",0.7348434925079346,0.25843915343284607,0.00671740947291255,"positivo"
"FelicioFelicio7","2025-09-12","15:24:57","@GayerGus FUX HONRA A TOGA",0,26,5,0,1,1,0,"",0.4192315340042114,0.5613247156143188,0.019443796947598457,"neutro"
"LancaLopes","2025-09-12","15:23:32","@ClaudioRocha70 @GayerGus FUX HONRA A TOGA",0,42,6,0,2,0,0,"",0.44104522466659546,0.5434417128562927,0.015512987971305847,"neutro"
"LancaLopes","2025-09-12","15:22:33","@GayerGus Fiz honra a Toga!",0,27,5,0,1,0,0,"",0.4781149923801422,0.49524399638175964,0.026641054078936577,"neutro"
"GuimaresRonaldo","2025-09-12","15:20:50","@GayerGus Fux honra a toga",0,26,5,0,1,0,0,"",0.28232690691947937,0.6769954562187195,0.040677621960639954,"neutro"
"marciosevero80","2025-09-12","15:18:58","@GayerGus Que Fux honra toga o que rapá. Ele só fez isso pra mostrar para os EUA que não faz parte da gang e assim tentar escapar das sanções. Simples assim.",0,157,31,0,1,0,0,"",0.008645291440188885,0.03860335797071457,0.9527513384819031,"negativo"
"AnaKarinaBasto2","2025-09-12","15:18:36","@ClaudioRocha70 @GayerGus FUX HONRA A TOGA",0,42,6,0,2,0,0,"",0.44104522466659546,0.5434417128562927,0.015512987971305847,"neutro"
"AnaKarinaBasto2","2025-09-12","15:17:57","@GayerGus FUX Honra a toga!!.",0,29,5,0,1,0,0,"",0.2658293843269348,0.7113805413246155,0.022790024057030678,"neutro"
