"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"thereinante","2026-01-26","02:25:07","FORA LULA. QUEM CONCORDA JÁ FAZ O CORAÇÃO CRESCER.=====>",0,56,9,0,0,441,"",4,0.4109762907028198,0.3377368748188019,0.2512867748737335,"positivo"
"tiagoramoss","2026-01-25","20:37:30","👏👏👏👏",0,4,1,4,0,19,"",2,0.7605944275856018,0.20578402280807495,0.03362152725458145,"positivo"
"bcbalotin","2026-01-25","18:52:26","🇧🇷💚🙌",0,4,1,3,0,1,"",0,0.6049345135688782,0.37394070625305176,0.02112480252981186,"positivo"
"andressa_vivi19","2026-01-26","20:30:44","Acorda Brasil 🙌🇧🇷",0,17,3,2,0,2,"",0,0.4442521333694458,0.5305497050285339,0.025198163464665413,"neutro"
"nacttdpk","2026-01-25","21:10:18","🙌",0,1,1,1,0,2,"",0,0.0,1.0,0.0,"neutro"
"ellenmenta","2026-01-26","00:31:02","Temos que nos juntar para um Brasil melhor , não é sobre ser direita ou esquerda , Lula ou Bolsonaro , é sobre Nós . Só nós poderemos mudar .",0,141,30,0,0,47,"",0,0.09010928869247437,0.812577486038208,0.09731323271989822,"neutro"
"renato_p85","2026-01-25","23:33:56","Emocionante 😐",0,13,2,1,0,1,"",0,0.9856547713279724,0.011633438058197498,0.002711791777983308,"positivo"
"estefanesampaio","2026-01-26","18:07:18","Quando cheguei tinham umas 15-20 pessoas. Quando chegamos em Brasília éramos milhares! Jesus é o Senhor dessa nação, e por Ele vamos resgatar o Brasil 🇧🇷💚",0,154,26,2,0,48,"",2,0.5168946385383606,0.4628867208957672,0.020218636840581894,"positivo"
"pastorrenatosilver","2026-01-25","19:35:21","O nome é Nikolas, mas podemos chamá-lo de Davi, Israel estava paralisado e envergonhado diante do gigante e dos filisteus, até que um pequeno jovem se levanta e com a confiança em Deus desafia o gigante e seu exército a luta , conhecemos o final da história, com Deus só não vence quem não luta, força @nikolasferreiradm com Deus sempre soremos maioria.",0,353,62,0,1,404,"",22,0.26974353194236755,0.6826580762863159,0.04759841412305832,"neutro"
"bellanithe_","2026-01-25","19:49:02","Gente eu sou de direta mais sou tão preguiço que no primeiro km eu já tinha desmaiado KKKKKKKKKK 💚🇧🇷",0,100,19,2,0,0,"",0,0.11391513794660568,0.1914960741996765,0.6945887804031372,"negativo"
"renato.torresneto","2026-01-26","02:57:04","E o ESCÂNDALO DO BANCO MASTER?! Vai tomar atitude ou vai esquecer?",0,66,12,0,0,23,"",0,0.005310538690537214,0.06914632022380829,0.9255430698394775,"negativo"
"joyce_mclara","2026-01-25","19:03:50","Esse menino é gigante 💚 nosso futuro presidente 🇧🇷",0,50,9,2,0,40,"",2,0.9888705611228943,0.00964963436126709,0.0014797981129959226,"positivo"
"mad_thais","2026-01-26","14:04:25","Eita que ninguém trabalha 😂 pediram tanto um sinal de Deus, que Ele mandou logo foi um raio em cima da galera, tomem vergonha",0,125,24,1,0,27,"",3,0.018983136862516403,0.04113991558551788,0.939876914024353,"negativo"
"marisalisboa__","2026-01-26","09:55:42","KKKKKKK galera tá achando q Nikolas é Deus",0,42,8,0,0,201,"",34,0.04624074697494507,0.1692153513431549,0.7845438718795776,"negativo"
"vhsantos04","2026-01-26","03:12:14","é essa prr de caminhada significa oq? contra a fome? contra a violência? pra ajudar as pessoas q n tem oq comer? vai arrumar oq fazer seu bandos de desocupados",0,159,30,0,0,59,"",9,0.00335082970559597,0.008334804326295853,0.9883143901824951,"negativo"
"willian28qow","2026-01-26","23:59:52","USA 🇺🇲🇺🇲 ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",0,39,3,17,0,4,"",0,0.058436982333660126,0.8213394284248352,0.12022361904382706,"neutro"
"daianebarrosx","2026-01-27","00:22:05","Segundo o G1, “poucas pessoas acompanharam a caminhada”. Mesmo assim, virou notícia nacional, análise política e pauta por dias. Deve ser isso que chamam de irrelevância.",0,170,26,0,0,1,"",0,0.008560155518352985,0.19376473128795624,0.7976751327514648,"negativo"
"danieltorres.st","2026-01-25","21:29:17","Eu recebendo salário dele eu ia até na China",0,44,9,0,0,39,"",2,0.3526608943939209,0.5269961953163147,0.12034299224615097,"neutro"
"leosferreira","2026-01-26","12:59:40","Bom de caminhada, agora só queria saber de UM mísero projeto feito por ele que tenha trago algum beneficio pra população?",0,121,21,0,0,32,"",8,0.03611293062567711,0.5720386505126953,0.3918484151363373,"neutro"
"layane.souzasernizon","2026-01-27","13:52:30","💚💚💚🇧🇷🇧🇷🇧🇷",0,9,1,6,0,1,"",0,0.7518736124038696,0.22408077120780945,0.024045635014772415,"positivo"
"natashaellenr","2026-01-25","18:41:50","PRA CIMA NIKOLAS 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 O BRASIL É NOSSO!",0,47,8,6,0,50,"",0,0.8682146072387695,0.12109667807817459,0.01068869698792696,"positivo"
"orobson_045","2026-01-25","21:45:16","",0,0,0,0,0,459,"",6,0.0,1.0,0.0,"neutro"
"joao.lewski","2026-01-26","03:16:05","Parabéns, bando de desocupado lambendo saco de político, fazer manifestação a favor da saúde,educação e cultura nunca se movimentam.",0,132,19,0,0,197,"",8,0.0069077033549547195,0.013105742633342743,0.9799866080284119,"negativo"
"scostacurta","2026-01-27","01:25:29","Somos milhões, somos maiores que qualquer militância movida a mortadela 🇧🇷🇧🇷👏🙌🔥💚💛",0,81,11,7,0,1,"",0,0.73370760679245,0.23839884996414185,0.02789357118308544,"positivo"
"marcelaquintanilhabarreto","2026-01-25","22:57:33","A esquerda pira ! 🇧🇷👏",0,21,5,2,0,1,"",0,0.885579526424408,0.10550425201654434,0.008916152641177177,"positivo"
"danielmelo021","2026-01-25","22:59:30","Kanye West neles",0,16,3,0,0,2,"",0,0.12536054849624634,0.8342673182487488,0.04037206992506981,"neutro"
"janielly__fr","2026-01-25","21:42:56","Ser fosse pra ir trabalhar ninguém ia né ❤️🙌",0,44,9,2,0,1468,"",102,0.041210517287254333,0.38694098591804504,0.5718485116958618,"negativo"
"deandree_tv","2026-01-27","15:58:07","Um politico fazendo uma caminhada encomodou mais que um roubando, nao é possivel que esse é um país que tem futuro...",0,117,21,0,0,1,"",0,0.008820479735732079,0.03835643082857132,0.9528231024742126,"negativo"
"luccas_neres","2026-01-25","23:15:19","Pegar uma foice pra roçar uma juquira não quer",0,46,9,0,0,342,"",30,0.009595753625035286,0.32873719930648804,0.6616671085357666,"negativo"
"kate.cardoso.79","2026-01-27","16:17:25","🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💚💚💚",0,21,1,12,0,1,"",0,0.7772572040557861,0.19938135147094727,0.023361442610621452,"positivo"
"janielly__fr","2026-01-26","01:26:49","Vote 13 Lula para presidente❤️🙌🏻",0,32,5,2,0,36,"",13,0.22112424671649933,0.7654433250427246,0.013432448729872704,"neutro"
"fabiolacasanovaa","2026-01-25","21:51:18","🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,14,1,7,0,2,"",0,0.6046210527420044,0.3619372844696045,0.03344167768955231,"positivo"
"gomess_official","2026-01-26","19:10:58","Nosso futuro presidente 🇧🇷👏",0,27,4,2,0,5,"",0,0.8625776171684265,0.12835152447223663,0.00907080713659525,"positivo"
"heltin.veloso","2026-01-26","09:20:51","ACORDA BRASIL 🇧🇷",0,16,3,1,0,3,"",0,0.5347365736961365,0.439039021730423,0.026224372908473015,"positivo"
"marcus_espanholl","2026-01-26","21:47:05","💚💛💚💛o Brasil confía en você Nikolas",0,35,6,4,0,2,"",0,0.7632158994674683,0.22437803447246552,0.01240603905171156,"positivo"
"scarmodas","2026-01-25","18:24:37","💚💚💚💚💚🇧🇷🇧🇷🇧🇷🙏",0,12,1,9,0,3,"",0,0.7447797060012817,0.23331663012504578,0.021903635933995247,"positivo"
"robson_gomes_07","2026-01-26","15:34:56","Aqui é direita 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,27,4,6,0,2,"",0,0.5525420904159546,0.424748033285141,0.022709934040904045,"positivo"
"edna.os","2026-01-27","00:33:45","Acorda Brasil 🇧🇷",0,16,3,1,0,2,"",0,0.44361528754234314,0.5310978889465332,0.025286858901381493,"neutro"
"willian28qow","2026-01-26","23:59:32","",0,0,0,0,0,3,"",0,0.0,1.0,0.0,"neutro"
"alicita_la_cubana","2026-01-26","03:15:23","Já era hora de Brasil acordar 🙏❤️",0,33,7,2,0,3,"",0,0.05559564009308815,0.2216595560312271,0.7227448225021362,"negativo"
"antonio_henriquerf","2026-01-25","21:11:02","Sem artista, sem sindicalista, sem dinheiro público. É natural, as pessoas vão porque acreditam em algo.",0,104,16,0,0,3,"",0,0.05277559533715248,0.5557581186294556,0.39146631956100464,"neutro"
"_serralheriacolonial","2026-01-27","10:12:53","Parabéns Nikolas👏👏👏te esperamos aos 35 anos🇧🇷🇧🇷🇧🇷",0,49,6,6,0,1,"",0,0.8251513838768005,0.1577644795179367,0.017084119841456413,"positivo"
"cruzmirya","2026-01-27","09:54:14","Be strong and courageous 🇧🇷🙏🏽",0,29,5,2,0,1,"",0,0.6267979145050049,0.358475923538208,0.014726212248206139,"positivo"
"letibertolin","2026-01-26","01:03:00","🇧🇷🇧🇷🇧🇷",0,6,1,3,0,1,"",0,0.5658324956893921,0.4016474783420563,0.03252005577087402,"positivo"
"vicenteasta","2026-01-25","18:30:10","Vai trabalhar inútil",0,20,3,0,0,5,"",4,0.004295085556805134,0.009465246461331844,0.9862397313117981,"negativo"
"felipe_grimberg","2026-01-27","07:00:14","👏👏👏👏🇧🇷💚",0,7,1,6,0,1,"",0,0.8079595565795898,0.17099443078041077,0.02104601077735424,"positivo"
"alexandresalume","2026-01-25","21:04:15","Que vídeo 🙏👏🇧🇷",0,14,3,3,0,2,"",0,0.9559240341186523,0.03402402624487877,0.010051952674984932,"positivo"
"_patricktorres9","2026-01-25","19:57:04","",0,0,0,0,0,97,"",2,0.0,1.0,0.0,"neutro"
"marianavaladao","2026-01-25","20:32:56","👏🇧🇷👏🇧🇷",0,6,1,4,0,30,"",0,0.7396543622016907,0.23549966514110565,0.02484602853655815,"positivo"
"fernandahernandesoficial","2026-01-26","00:03:03","Aleluia 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,20,2,6,0,4,"",0,0.7201023697853088,0.2584679126739502,0.021429741755127907,"positivo"
"willian28qow","2026-01-26","23:59:39","",0,0,0,0,0,2,"",0,0.0,1.0,0.0,"neutro"
"luara_fl","2026-01-25","20:04:09","Meu pau",0,7,2,0,0,1,"",0,0.02138134092092514,0.25833427906036377,0.7202844023704529,"negativo"
"icaromorenojj","2026-01-26","04:00:16","🇧🇷💚💛",0,4,1,3,0,2,"",0,0.754008948802948,0.22967089712619781,0.016320176422595978,"positivo"
"lizandralimag","2026-01-26","07:30:25","🇧🇷🙏",0,3,1,2,0,1,"",0,0.47860583662986755,0.4943794012069702,0.027014821767807007,"neutro"
"danielmonteiro21","2026-01-25","21:48:14","👏👏👏",0,3,1,3,0,0,"",0,0.7605944275856018,0.20578402280807495,0.03362152725458145,"positivo"
"donmaia_","2026-01-25","18:32:44","Vocês são milhões , mas nos tbm somos , e vocês não respeitam , acham que porque tem mais acesso ( carro , tempo ) acham que estão em maioria , mas nas urnas a esquerda mostra seu valor , não se vê muito aglomeração da esquerda , porque a maioria são pessoas humildes que não vão usar o seu tempo pra ir em passeata , caminha na BR ou anda de moto por aí , mas na hora de votar , vão lá e representam , aí vocês falam que roubaram . Enfim a direita quer impoe uma DITADURA , só aceitam se eles ganhar , você nunca viu a esquerda fazer oque a direita faz quando o lula foi preso ou tiraram a Dilma , sempre respeitamos a democracia , nós últimos 4 anos nenhum político de direita trabalhou , ficaram apenas boicotando o governo , fazendo baderna e mais baderna pra prejudica o Brasil e falar que é culpa do Lula , vocês são o podre do mundo , anistia pra bandido JAMAIS",0,868,176,0,0,1,"",7,0.05940813571214676,0.13655243813991547,0.804039478302002,"negativo"
"lcgoncalves","2026-01-25","23:43:44","O moleque menos moleque mais homem no poder político 🔥🇧🇷💚💛",0,58,10,4,0,40,"",0,0.6976682543754578,0.2606063783168793,0.04172537848353386,"positivo"
"gian_zampieri","2026-01-26","12:16:46","👏👏🇧🇷",0,4,1,3,0,2,"",0,0.7406110167503357,0.23563434183597565,0.023754581809043884,"positivo"
"emilly.loppes","2026-01-25","20:21:41","💚🇧🇷",0,3,1,2,0,2,"",0,0.7530527114868164,0.23224475979804993,0.014702500775456429,"positivo"
"dragiuliaollie","2026-01-25","20:18:17","👏👏👏👏",0,4,1,4,0,3,"",0,0.7605944275856018,0.20578402280807495,0.03362152725458145,"positivo"
"dmmrlys","2026-01-26","01:04:08","Vamos fingir que isso não é pra tirar o foco de outras coisas👀",0,62,13,1,0,2,"",0,0.03357984870672226,0.3665411174297333,0.5998790860176086,"negativo"
"nattezart","2026-01-25","23:08:04","É fascinante ver como um nariz vermelho e sapatos gigantes funcionam como farol para quem confunde circo com palanque e palhaçada com profecia! 🫶🏽",0,146,24,1,0,11,"",0,0.9757295846939087,0.020922401919960976,0.0033479281701147556,"positivo"
"isadandolinii","2026-01-26","14:38:59","Que maluquice. Quando era para apoiar um MC que estava preso sem acusações plausíveis era todo mundo defendendo bandido, agora quando é para apoiar um bandido que está preso com tantissimas acusações e 27 anos de prisão seria “o Brasil ainda tem solução” a solução de vocês é estudo. Deus do céu.",0,296,52,0,0,1,"",0,0.007778296712785959,0.013002433814108372,0.9792192578315735,"negativo"
"leticiaviana001","2026-01-26","10:15:06","Seria tão bom se fizesse caminhada para mudar nossas leis",0,57,10,0,0,4,"",3,0.12665335834026337,0.749266505241394,0.1240800991654396,"neutro"
"comandopoliciamilitar8bpm","2026-01-26","01:36:02","Sensacional",0,11,1,0,0,1,"",0,0.9932469129562378,0.004825861193239689,0.0019272036151960492,"positivo"
"lou_olive","2026-01-25","22:37:22","🇧🇷💚💛💚🇧🇷",0,7,1,5,0,1,"",0,0.761308491230011,0.22035099565982819,0.018340501934289932,"positivo"
"mrgoreupego","2026-01-25","19:48:55","Goraceisanda",0,12,1,0,0,8,"",1,0.11234097927808762,0.8295425772666931,0.058116521686315536,"neutro"
"hermes.oficial","2026-01-26","22:22:54","Você é bom irmão 🇧🇷",0,19,5,1,0,1,"",0,0.9659745693206787,0.03131267428398132,0.0027127580251544714,"positivo"
"siulmath_","2026-01-25","20:32:45","Sabe o mais engraçado? Cadê os influenciadores comentando aqui, compartilhando o vídeo ? Na hora de divulgar casa de aposta, só falta implorar pro pessoal acessar né? Vergonha!",0,176,28,0,0,1,"",0,0.1657380610704422,0.2911044657230377,0.5431575179100037,"negativo"
"dheyglareis_ofc","2026-01-26","03:17:09","🇧🇷Oh glóriaaaaa",0,15,2,1,0,1,"",0,0.9565862417221069,0.03861013054847717,0.004803631920367479,"positivo"
"heitor.str","2026-01-26","17:02:43","🇧🇷🇧🇷🇧🇷",0,6,1,3,0,1,"",0,0.5658324956893921,0.4016474783420563,0.03252005577087402,"positivo"
"rafaelarocha.rr","2026-01-25","20:26:38","🇧🇷🇧🇷🇧🇷🇧🇷",0,8,1,4,0,1,"",0,0.5799937844276428,0.387315958738327,0.03269027918577194,"positivo"
"melissasamways","2026-01-26","02:48:59","Acorda Brasil!! 🇧🇷💚💛💙🤍 🙌🏻🙏🏻",0,27,4,7,0,7,"",0,0.6740484237670898,0.30562347173690796,0.02032807655632496,"positivo"
"ana_cecilia.s.c","2026-01-26","21:18:06","Os protesto do roblox",0,21,4,0,0,1,"",0,0.12216367572546005,0.8115453720092773,0.0662909671664238,"neutro"
"faeylhanunes","2026-01-26","20:59:09","Marcos histórico!🇧🇷😍🙏🏻 Juntos pelo um Brasil melhor, não é sobre direita ou esquerda, LulaXBolsinaro é sobre um país melhor , com melhores qualidade de vida para todas!🇧🇷 Acreditem jesus liderou essa caminhada e ele está voltando! Viva Cristo crucificado por nós!🙏🏻",0,265,41,5,0,1,"",0,0.9772607684135437,0.018644923344254494,0.004094362258911133,"positivo"
"edvaldobarbosa","2026-01-26","13:40:36","🙌🙌🙌🙌🙌💚🇧🇷🇧🇷🙏",0,11,1,9,0,2,"",0,0.6094702482223511,0.3612883687019348,0.029241403564810753,"positivo"
"gustavoalves298","2026-01-26","01:25:57","Do lugar dessa sua caminhada era melhor arrecada sexta básica e da para quem precisa",0,84,15,0,0,5,"",1,0.04353246092796326,0.6436585187911987,0.3128089904785156,"neutro"
"jefferson.mello88","2026-01-25","21:24:30","A classe política não presta no nosso país. A minoria se salva. Quando enxergarem isso, a mudança vem. Direita e esquerda fazem o povo sangrar. Essa caminhada é mais um ato do teatro político. 👊🏽👊🏽👊🏽👊🏽👊🏽👊🏽",0,205,35,6,0,18,"",2,0.043511103838682175,0.1267279088497162,0.8297609686851501,"negativo"
"mariangelabordon","2026-01-25","19:34:30","💚🇧🇷",0,3,1,2,0,2,"",0,0.7530527114868164,0.23224475979804993,0.014702500775456429,"positivo"
"gabrielcesar_santos","2026-01-26","15:25:09","Que orgulho de VC@nikolasferreirabr!!! Nosso futuro presidente!🙌🙌🇧🇷🇧🇷",0,69,7,4,1,2,"",0,0.9770046472549438,0.02014441415667534,0.002850939054042101,"positivo"
"anateixeirao3","2026-01-26","12:32:59","🇧🇷💚",0,3,1,2,0,2,"",0,0.7154828310012817,0.26815730333328247,0.01635994017124176,"positivo"
"monica_barroso_v","2026-01-25","20:39:39","Emocionante 😭 o povo acordou!🙏🇧🇷",0,32,5,3,0,3,"",0,0.7485760450363159,0.14863522350788116,0.1027887836098671,"positivo"
"carlosxbl","2026-01-26","03:11:27","Caminhada sem propósito. Qualquer influencer realizar o povo tá indo atrás !!! Loucura loucura pura loucura",0,107,16,0,0,46,"",0,0.17756874859333038,0.7585240006446838,0.06390725076198578,"neutro"
"rn.caldas","2026-01-26","14:56:00","e trabalhar?",0,12,2,0,0,2,"",0,0.055263061076402664,0.8426108360290527,0.10212606936693192,"neutro"
"gleysonsouzagsl","2026-01-26","11:53:41","👏👏👏👏👏👏👏",0,7,1,7,0,1,"",0,0.7605944275856018,0.20578402280807495,0.03362152725458145,"positivo"
"thomevinii","2026-01-26","00:08:40","👏👏👏👏👏 ACORDA BRASIL 🙏🇧🇷💚",0,24,4,8,0,1,"",0,0.7881021499633789,0.1901683658361435,0.021729547530412674,"positivo"
"mariasmariah_","2026-01-25","19:02:49","🇧🇷👏👏",0,4,1,3,0,1,"",0,0.7179104685783386,0.2563648223876953,0.025724688544869423,"positivo"
"bel.lasmar","2026-01-26","01:17:54","🇧🇷🇧🇷🇧🇷🇧🇷",0,8,1,4,0,2,"",0,0.5799937844276428,0.387315958738327,0.03269027918577194,"positivo"
"pedrobarros2828","2026-01-25","22:51:58","Vídeo phoda!!!!",0,15,2,0,0,1,"",0,0.9862654805183411,0.010696926154196262,0.0030376403592526913,"positivo"
"ba.valentim","2026-01-26","16:53:02","👏🇧🇷",0,3,1,2,0,1,"",0,0.8662446737289429,0.12321107089519501,0.01054421253502369,"positivo"
"camila.molivares","2026-01-25","19:44:31","👏👏👏",0,3,1,3,0,1,"",0,0.7605944275856018,0.20578402280807495,0.03362152725458145,"positivo"
"rosiengland_","2026-01-27","18:50:58","Povo brasileiro, acordam 🇧🇷💚🇧🇷. Precisamos nos posicionar, abram os olhos, senão a conta depois vem e vira muito cara.",0,118,19,3,0,0,"",0,0.15812908113002777,0.4715895652770996,0.3702813386917114,"neutro"
"enalygilson","2026-01-27","18:49:52","🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,16,1,8,0,0,"",0,0.6245578527450562,0.34121274948120117,0.034229401499032974,"positivo"
"hanna_marinho_","2026-01-27","18:49:35","🇧🇷💚💛",0,4,1,3,0,0,"",0,0.754008948802948,0.22967089712619781,0.016320176422595978,"positivo"
"kaikequeirooz","2026-01-27","18:40:33","Gente que vergonha",0,18,3,0,0,0,"",0,0.005910879001021385,0.005866888910531998,0.9882221817970276,"negativo"
"moniquelima303","2026-01-27","18:36:23","Brasil🇧🇷🇧🇷🇧🇷",0,12,1,3,0,0,"",0,0.5644699931144714,0.40680766105651855,0.028722336515784264,"positivo"
"marlene.dill.98","2026-01-27","18:33:36","Lindo🙏",0,6,1,1,0,0,"",0,0.99314945936203,0.005233120173215866,0.0016173863550648093,"positivo"
"crisbass0204","2026-01-27","18:28:59","🇧🇷🇧🇷🇧🇷🇧🇷👏👏👏👏",0,12,1,8,0,0,"",0,0.7112658023834229,0.25033989548683167,0.0383942537009716,"positivo"
"kiara_petlover","2026-01-27","18:25:22","Que orgulho de você!👏👏👏🇧🇷💚💛",0,27,4,6,0,0,"",0,0.9831620454788208,0.013266777619719505,0.0035711557138711214,"positivo"
"brunaonoronha","2026-01-27","18:23:25","👏👏👏👏👏",0,5,1,5,0,0,"",0,0.7605944275856018,0.20578402280807495,0.03362152725458145,"positivo"
"gabriel_r_c_","2026-01-27","18:21:16","🇧🇷🇧🇷👏👏",0,6,1,4,0,0,"",0,0.7175167202949524,0.25064539909362793,0.03183788061141968,"positivo"
"irissousaah","2026-01-27","18:19:24","🇧🇷🇧🇷🇧🇷",0,6,1,3,0,0,"",0,0.5658324956893921,0.4016474783420563,0.03252005577087402,"positivo"
"marcinhabianchindasilva","2026-01-27","18:19:20","🇧🇷🇧🇷🙌🙌",0,6,1,4,0,0,"",0,0.44496819376945496,0.5167369246482849,0.03829488903284073,"neutro"
"anaflaavya","2026-01-27","18:17:33","🇧🇷❤️",0,4,1,2,0,0,"",0,0.37382668256759644,0.601137638092041,0.02503560297191143,"neutro"
"vilha_1334","2026-01-27","18:17:07","Coisa linda. 🙏",0,14,3,1,0,0,"",0,0.9903374910354614,0.007932466454803944,0.0017300937324762344,"positivo"
"ronysilva_13","2026-01-27","18:15:38","🇧🇷🇧🇷 Pátria amada Brasil 🇧🇷🇧🇷",0,29,5,4,0,0,"",0,0.6639758944511414,0.30965161323547363,0.026372475549578667,"positivo"
"cleidianedesignerr","2026-01-27","18:14:42","💚🇧🇷🇧🇷",0,5,1,3,0,0,"",0,0.7625043988227844,0.22048811614513397,0.017007550224661827,"positivo"
"fabioaureliob","2026-01-27","18:06:32","Maior picaretagem do chupetinnha e os palhaços acreditaram nessa patifaria 🤣🤣🤣🤣bando de otário",0,94,13,4,0,0,"",0,0.028111349791288376,0.028027715161442757,0.9438608884811401,"negativo"
"sandracmvasconcelos","2026-01-27","18:04:19","👏👏👏💚💚💚🙏🙏🙏🙏🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,20,1,15,0,0,"",0,0.7809080481529236,0.19028538465499878,0.0288065318018198,"positivo"
