perfil,rede,id_video,usuario,data,hora,texto,midia,num_caracteres,num_palavras,num_emojis,num_mencoes,likes,repostagens,comentarios,prob_positivo,prob_neutro,prob_negativo,sentimento_geral
GayerGus,instagram,2,thiagosantis,2026-01-04,02:25:47,Próxima é o 🦑. Se Deus quiser 🙏🏾,0,32,8,2,0,151,,0.0,0.1787667274475097,0.7486148476600647,0.0726183727383613,neutro
GayerGus,instagram,2,barcllay,2026-01-04,02:37:12,Começamos 2026 com pé direito! ✊🏻💚,0,34,6,2,0,3875,,47.0,0.7278226017951965,0.260702520608902,0.0114748748019337,positivo
GayerGus,instagram,2,marcelomayer,2026-01-05,22:39:02,"Quero ver uma cena parecida com essa, após vc sair preso por ter matado duas pessoas.",0,85,16,0,0,26,,5.0,0.0461384281516075,0.8952407240867615,0.0586208514869213,neutro
GayerGus,instagram,2,mophostudio,2026-01-04,11:35:56,"Não percam viagem. Brasilia é um tiquinho mais embaixo! Ajuda aí? Podem capturar molusco, chuchu e ovo",0,102,17,0,0,3,,0.0,0.0666053891181945,0.8827416896820068,0.0506529547274112,neutro
GayerGus,instagram,2,rodrigues.celestina,2026-01-04,14:00:38,"Eu desejei, vc desejou, nós desejamos que, no lugar do Maduro, pudesse ser outra pessoa..",0,89,15,0,0,2,,0.0,0.086841881275177,0.7868802547454834,0.1262778043746948,neutro
GayerGus,instagram,2,policia.anjos,2026-01-04,02:28:36,Venezuela começou com o pé DIREITO!!,0,36,6,0,0,1912,,14.0,0.6113367676734924,0.3703045547008514,0.0183587037026882,positivo
GayerGus,instagram,2,rafaelfeijo85,2026-01-04,02:51:26,Tem gente que está com medo 😂,0,29,7,1,0,58,,2.0,0.2305578142404556,0.6440435647964478,0.1253986656665802,neutro
GayerGus,instagram,2,ivonil_rocha,2026-01-04,11:41:45,Oh dó,0,5,2,0,0,0,,1.0,0.0368751995265483,0.0304875578731298,0.9326372742652892,negativo
GayerGus,instagram,2,julilopes25,2026-01-04,02:33:09,"Quero ver Lula, a cara da dona Janja,Xandão e todo STF😂",0,55,11,1,0,1,,0.0,0.2552081346511841,0.5381520986557007,0.2066397815942764,neutro
GayerGus,instagram,2,braga_reginaldo07,2026-01-04,02:26:28,"Grande dia!!! não há mal que dure para sempre, em nenhum lugar do mundo 🙌👏",0,74,15,2,0,99,,0.0,0.919421911239624,0.0744167119264602,0.0061613256111741,positivo
GayerGus,instagram,2,joaobragaenger,2026-01-04,02:28:51,"Alexandre de Moraes ja deu 48hrs para o Trump justificar a prisão deste homem inocente, conservador e defensor da democracia. Kkkkkkk",0,133,21,0,0,297,,17.0,0.0810308679938316,0.6568004488945007,0.2621687054634094,neutro
GayerGus,instagram,2,alexayalavet,2026-01-04,02:28:39,Lula tua hora vai chegar 🙏🙏🙏😎😎😎🇧🇷🇧🇷🇧🇷🇺🇸🇺🇸🇺🇸,0,43,6,12,0,287,,1.0,0.7653344869613647,0.1984055191278457,0.0362599827349185,positivo
GayerGus,instagram,2,alessandrawelij,2026-01-04,07:40:04,Go Trump ❤️ 👏 falta fazer a faxina no Brasil 🙏🇧🇷,0,48,11,4,0,98,,0.0,0.3424926400184631,0.5702803730964661,0.0872269347310066,neutro
GayerGus,instagram,2,nyllanya,2026-01-04,02:26:11,Se for sonho: não me acorde 👏👏🙌😂,0,32,7,4,0,902,,10.0,0.5509805083274841,0.3390659689903259,0.1099534705281257,positivo
GayerGus,instagram,2,claudio55araujok,2026-01-04,02:31:05,O PT DO BRAS8L REVOLTADO.E OS VEEZUELANOS FELIZES.,0,50,8,0,0,379,,6.0,0.0297986660152673,0.321977823972702,0.6482235193252563,negativo
GayerGus,instagram,2,diogodeja,2026-01-04,11:39:40,O Lula 🦑 é o próximo 🙏🙏🙏,0,24,7,4,0,73,,7.0,0.2034055739641189,0.7350864410400391,0.0615079216659069,neutro
GayerGus,instagram,2,profsardote,2026-01-04,02:34:20,🇦🇷ARGENTINA - LIVRE 🇧🇴BOLÍVIA - LIVRE ✔ 🇵🇾PARAGUAI - LIVRE 🇪🇨EQUADOR LIVRE 🇨🇱CHILE LIVRE ✔ 🇸🇻El Salvador - LIVRE 🇻🇪VENEZUELA - LIVRE O aviso foi dado LULA 🇧🇷 BRASIL - LOADING...,0,177,31,10,0,2424,,59.0,0.2029052227735519,0.7666735649108887,0.0304211508482694,neutro
GayerGus,instagram,2,atitude_politica,2026-01-04,05:28:36,"🇧🇷 ""A Hora é Agora"" 🇧🇷 Legenda: ""2026 CHEGOU! O ano mais importante da nossa década começou e a contagem regressiva é real: faltam apenas 273 dias para as eleições! ⏳ Muitos dizem que o jogo está ganho, mas esquecem que a última palavra é do povo. Temos o direito legítimo e democrático de reivindicar que a Segunda Turma do STF faça a revisão técnica e justa do processo de inelegibilidade de Jair Bolsonaro. ⚖️ A justiça só é plena quando todos têm o direito de disputar no campo das ideias e o povo tem o direito de escolher seu representante. Não estamos pedindo favores, estamos pedindo o cumprimento do devido processo legal e o respeito à vontade de milhões de brasileiros. O tempo está correndo e as prévias já batem à porta. É hora de união, foco e pressão constante. Quem acredita na liberdade não descansa! Compartilhe se você apoia a revisão e quer ver o Brasil no rumo certo novamente! 🇧🇷👊 #Bolsonaro2026 #SegundaTurmaSTF #Justiça #Eleições2026 #Liberdade"" 🇧🇷 🙌🙌🙌",0,976,170,10,0,7,,0.0,0.1347088068723678,0.6924600005149841,0.1728312373161316,neutro
GayerGus,instagram,2,pr_abnersouza,2026-01-04,04:53:54,Começamos com o pé direito...🇺🇸🔥,0,32,5,2,0,2,,0.0,0.4346316456794739,0.5429895520210266,0.0223787408322095,neutro
GayerGus,instagram,2,thiago_boa_sorte,2026-01-04,08:24:21,"Imaginei o Alexandre de Moraes assim! Só espero que imaginar também nao seja crime! Se for crime eu nao imaginei nao, eu só to brincando! 😄🤣",0,140,26,2,0,0,,0.0,0.3871824145317077,0.4227630794048309,0.1900545060634613,neutro
GayerGus,instagram,2,diego_motta27,2026-01-05,14:52:42,Não há mal que dure para sempre.,0,32,7,0,0,1,,1.0,0.1857451498508453,0.7761501669883728,0.0381046570837497,neutro
GayerGus,instagram,2,maurizetecatarina,2026-01-04,17:20:31,👏👏👏🙏🙏🙏,0,6,1,6,0,1,,0.0,0.6997632384300232,0.255583256483078,0.0446534231305122,positivo
GayerGus,instagram,2,diana_possivel,2026-01-04,02:53:28,"Eu me levantarei contra eles”, diz o Senhor dos Exércitos. “Eliminarei da Babilônia o seu nome e os seus sobreviventes, sua prole e os seus descendentes”, diz o Senhor. 23 “Farei dela um lugar para corujas e uma terra pantanosa; vou varrê-la com a vassoura da destruição”, diz o Senhor dos Exércitos. Profecia contra a Assíria 24 O Senhor dos Exércitos jurou: “Certamente, como planejei, assim acontecerá,",0,405,67,0,0,2,,0.0,0.0669288858771324,0.866593599319458,0.0664775669574737,neutro
GayerGus,instagram,2,alissonmaiaqueiro,2026-01-04,05:43:09,Viva a AMÉRICA DOS AMERICANOS. 🇺🇸🇺🇸🇺🇸🇺🇸,0,39,6,4,0,1,,0.0,0.74803227186203,0.2333291172981262,0.0186386052519083,positivo
GayerGus,instagram,2,gracachaconterapeuta,2026-01-04,10:45:03,Um lastro de esperança renascer em nossos corações 🇺🇸🇧🇷,0,55,9,2,0,2,,0.0,0.9336279630661012,0.0634501054883003,0.0029219854623079,positivo
GayerGus,instagram,2,nicemaraevangelista,2026-01-04,03:30:00,,0,0,0,0,0,21,,0.0,0.0,1.0,0.0,neutro
GayerGus,instagram,2,sandraraujof,2026-01-04,11:20:21,PARABÉNS PRESIDENTE TRUMP 👏👏MADURO FAZ DANÇA 🕺 🕺 😂😂😂,0,52,9,7,0,1,,0.0,0.8210520148277283,0.1416489034891128,0.0372990705072879,positivo
GayerGus,instagram,2,gabri10show,2026-01-04,14:19:16,Satisfatório ver essas imagens 😍😍😍,0,34,5,3,0,1,,0.0,0.9930651187896729,0.0053938077762722,0.0015410388587042,positivo
GayerGus,instagram,2,claricedacunhaa,2026-01-04,11:12:33,"Onde está o seus poder, di-ta-dor….? Se acham os todos poderosos. A justiça Divina não falha.🙏🏻 Que pague por todos seus crimes….e sofrimento que causou para o povo Venezuelano",0,176,29,1,0,14,,0.0,0.1002391129732132,0.1426158547401428,0.75714510679245,negativo
GayerGus,instagram,2,franciscofilho_95,2026-01-04,02:44:30,Parece ser uma sena de filme mais é realidade vamos comemorar valeu Trump,0,73,13,0,0,3,,0.0,0.828620433807373,0.1587114483118057,0.012668072246015,positivo
GayerGus,instagram,2,wagnerlelias,2026-01-04,02:43:59,Coisa mais satisfatória esse vídeo.,0,35,5,0,0,2,,0.0,0.9910967350006104,0.0066187167540192,0.0022845985367894,positivo
GayerGus,instagram,2,selva.atualizei,2026-01-04,08:18:30,Só agradecer a Deus !!!!,0,24,5,0,0,32,,0.0,0.8912241458892822,0.0973844230175018,0.0113914860412478,positivo
GayerGus,instagram,2,malungontijo,2026-01-04,06:28:34,Que faça o mesmo aquí no Brasil!!!🇺🇸×🇧🇷🙏👏👏👏,0,43,7,6,0,2,,0.0,0.6472066044807434,0.3099116086959839,0.0428817458450794,positivo
GayerGus,instagram,2,hingobezerra,2026-01-04,10:15:55,"Que cena linda, a próxima será o Lula 🇺🇸🇧🇷",0,42,9,2,0,38,,1.0,0.957606852054596,0.0352615751326084,0.00713164312765,positivo
GayerGus,instagram,2,artesanatos.andrade,2026-01-04,03:19:22,Melhor presente de 2026... Glória a Deus aleluia.... TRUMP vem aqui logo resolver essa safadeza,0,95,15,0,0,134,,1.0,0.8538186550140381,0.0921386182308197,0.0540427453815937,positivo
GayerGus,instagram,2,osvaldolf17,2026-01-04,03:02:12,Cade o valentão kkk,0,19,4,0,0,55,,1.0,0.0238479301333427,0.3416257798671722,0.6345263123512268,negativo
GayerGus,instagram,2,rosianecotinhola,2026-01-04,16:38:32,Colirio para meus olhos,0,23,4,0,0,2,,0.0,0.5942310690879822,0.3918258249759674,0.0139430649578571,positivo
GayerGus,instagram,2,robsonofarmaceutico,2026-01-04,03:08:44,O sonho venezuelano se tornando realidade😮😮😮 Agora a Venezuela será o país mais rico da América do Sul,0,102,18,3,0,193,,5.0,0.8649855852127075,0.1132972538471221,0.0217170715332031,positivo
GayerGus,instagram,2,cristinoronaldo7872,2026-01-05,02:01:28,🙌👏🇺🇸👏,0,5,1,4,0,1,,0.0,0.5733521580696106,0.3952605128288269,0.0313873663544654,positivo
GayerGus,instagram,2,clovisaureliorosa,2026-01-04,15:06:36,"Alegria de pobre dura pouco! Trump jogou Maria Corina debaixo do trem como fez com Bolsonaro. ""America First"" Não esperem grandes coisas desse cara!",0,148,24,0,0,2,,0.0,0.0300704818218946,0.3565411567687988,0.6133883595466614,negativo
GayerGus,instagram,2,patriaamadabrasil2023,2026-01-04,14:30:34,Obrigado trump por nos proporcionar esse momento 🇧🇷🇧🇷🇺🇸🇺🇸,0,57,8,4,0,4,,0.0,0.9331154227256776,0.0546924397349357,0.0121921561658382,positivo
GayerGus,instagram,2,jeanfiusa,2026-01-04,09:20:24,Coisa bonita de se ver! 👏👏👏,0,27,6,3,0,1,,0.0,0.9899448156356812,0.0076659056358039,0.0023893152829259,positivo
GayerGus,instagram,2,pollymasterr,2026-01-04,15:23:45,2026 com o pé direito 👏✅,0,24,6,2,0,2,,0.0,0.7617619633674622,0.2144849896430969,0.0237530618906021,positivo
GayerGus,instagram,2,lesimorato,2026-01-04,02:25:02,"Dedura Maduro, dedura.... Queremos todos do foro de SP na jaula 🙌🏻🙌🏻🙌🏻🙌🏻",0,72,12,4,0,17,,0.0,0.1567740738391876,0.6319023370742798,0.2113235592842102,neutro
GayerGus,instagram,2,aglaecarvalho,2026-01-04,13:34:30,Coisa linda de ver 👏👏👏👏👏🇺🇸🇧🇷🙏,0,29,5,8,0,1,,0.0,0.98997962474823,0.007595972623676,0.0024243863299489,positivo
GayerGus,instagram,2,manfredobachtold,2026-01-05,00:21:46,Um ditador a menos,0,18,4,0,0,1,,0.0,0.0414761900901794,0.6920201778411865,0.2665035426616668,neutro
GayerGus,instagram,2,fatima_deliciadosanjos,2026-01-04,04:06:40,"Grande diaaaaa....covardeeeeeee...... Vou fazer um bolo e comemorar . Trabalho com bolos e doces , moro no Rio , nunca vi um final de ano tão ruim como este 😢 , está cada dia mais difícil de ser confeiteiros com esse governo , todos sem dinheiro , tudo muito caro 😢😢😢😢.",0,269,51,5,0,4,,0.0,0.0153897823765873,0.0099616050720214,0.9746485352516174,negativo
GayerGus,instagram,2,edilenedaros,2026-01-04,12:01:00,👏👏👏🇧🇷,0,5,1,4,0,1,,0.0,0.7404791116714478,0.2318471521139145,0.0276737213134765,positivo
GayerGus,instagram,2,egidiomartorano.oficial,2026-01-04,11:32:23,A turma deve estar dormindo a base de Rivotril!!!😂😂😂😂,0,53,9,4,0,22,,2.0,0.4795152544975281,0.3196021020412445,0.200882688164711,positivo
GayerGus,instagram,2,elosousaabrantes,2026-01-04,02:46:22,Grande dia para a Venezuela 🇻🇪 e para o Brasil 🇧🇷 👏👏👏👏👏👏,0,56,12,8,0,1,,0.0,0.7834367752075195,0.1791901141405105,0.0373731106519699,positivo
GayerGus,instagram,2,rivka.2018,2026-01-04,02:24:50,"Ah,coitado 😂😂😂😂",0,15,2,4,0,2,,2.0,0.3836929202079773,0.2412387281656265,0.375068336725235,positivo
GayerGus,instagram,2,lucajuniortopp,2026-01-04,03:02:48,"Pode até não ser, mas parece vídeo de IA e se não for, está teatral demais para algo que deveria ter tido outro desfecho. Isso tudo me lembra a retirada da Lei Magnitsky de Alexandre de Moraes. Prefiro esperar os próximos capítulos…😂 Até agora, só vi a esquerda se manifestando, indo às ruas, defendendo Maduro. E nós, da direita? Só aplaudindo algo que nunca deveria ter existido…fato este que nos de direita permitimos… Não seria agora a hora de aproveitar o embalo e ir às ruas cobrar o que falta para o nosso país? Dizemos que vivemos de democracia mas aplaudimos a vitória de terceiros… ficamos felizes pelo povo venezuelano com certeza..:👏 mas não temos feito nada pelo nosso 🇧🇷…acorda povo não esperemos pelos outros é agora ou nunca deputados senadores façam sua parte… aproveitem a deixa por favor 👏 @gusgayer levantem o povo brasileiro 🙌",0,847,146,5,1,1,,0.0,0.1032129377126693,0.2315818816423416,0.6652051210403442,negativo
GayerGus,instagram,2,rogeriomatoscorretor,2026-01-04,15:00:43,Aqui se faz aqui se paga.,0,25,6,0,0,1,,0.0,0.08965764939785,0.7042375206947327,0.2061048448085785,neutro
GayerGus,instagram,2,evando.silva.oficial,2026-01-04,11:03:55,Venezuela começando 2026 com o pé direito!!!🇺🇸🇺🇸,0,48,7,2,0,1,,0.0,0.4329124689102173,0.5389208197593689,0.0281667485833168,neutro
GayerGus,instagram,2,arteemacucarrs,2026-01-04,04:03:27,"O ano inicia com essa notícia maravilhosa,que nos enche de esperança de que aqui no Brasil, a gente tenha a mesma sorte,e que nossos algozes sejam presos e punidos por tantos absurdos!!!😠",0,187,32,1,0,68,,0.0,0.8647421598434448,0.0494321100413799,0.0858256965875625,positivo
GayerGus,instagram,2,churrasboua,2026-01-04,02:25:44,Ano novo casa nova,0,18,4,0,0,15,,0.0,0.0832038819789886,0.8829160332679749,0.0338800773024559,neutro
GayerGus,instagram,2,katiaspina.mentoria,2026-01-04,02:50:07,Colirio para meus olhos😍😍,0,25,4,2,0,66,,0.0,0.9725770950317384,0.0240127816796302,0.0034100706689059,positivo
GayerGus,instagram,2,ronaldoaloficial,2026-01-04,12:00:10,"Qual será o próximo, o Lula ou o da Colômbia?",0,45,10,0,0,13,,4.0,0.0134375812485814,0.9280419945716858,0.0585203506052494,neutro
GayerGus,instagram,2,acaci_osilva,2026-01-04,14:49:32,🙏🙏🙏🇧🇷🙌🇺🇸agora precisamos acertar aki,0,36,4,6,0,1,,0.0,0.1588706523180008,0.8034828305244446,0.0376464948058128,neutro
GayerGus,instagram,2,angelopapadopulos,2026-01-04,16:37:46,Menos um ditador no mundo,0,25,5,0,0,3,,0.0,0.073976844549179,0.5288307666778564,0.3971923291683197,neutro
GayerGus,instagram,2,lindo_artes_sustentaveis,2026-01-04,03:30:01,Deus é justiça ⚖️ e amor.,0,25,6,1,0,66,,2.0,0.7120575904846191,0.2722221910953522,0.015720197930932,positivo
GayerGus,instagram,2,val_moreira1976,2026-01-04,20:57:56,Vamos liberta o Brasil tbm 🙏 22 Sempre 🇧🇷🇧🇷,0,43,9,3,0,1,,0.0,0.4663375914096832,0.512295663356781,0.0213667470961809,neutro
GayerGus,instagram,2,carlosbastosg80,2026-01-04,09:56:10,Agora sim Lula está desesperado. A liberdade é algo que não tem preço e Ele vai contar tudo pra a conseguir viver. Prisão perpétua é o justo para dias de terror que promoveu essa turma,0,184,35,0,0,1,,0.0,0.2158454060554504,0.3908237218856811,0.393330842256546,negativo
GayerGus,instagram,2,gauchonafronteira,2026-01-04,07:06:27,Cadê a dancinha agora ?😂,0,24,5,1,0,15,,0.0,0.3647463321685791,0.3638607859611511,0.2713929712772369,positivo
GayerGus,instagram,2,impactooboutique,2026-01-04,03:40:57,E depois faça o mesmo aqui no Brasil pelo amor de Deus,0,54,12,0,0,94,,3.0,0.0079677272588014,0.0171516016125679,0.9748807549476624,negativo
GayerGus,instagram,2,thaynaribeiror,2026-01-04,03:25:20,Em nome de JESUS! Amém e amém,0,29,7,0,0,1,,0.0,0.7763814330101013,0.1866285949945449,0.0369899533689022,positivo
GayerGus,instagram,2,aninhak.meira,2026-01-04,02:31:28,"😤 *¡Libre Venezuela! ¡Que Nicolás Maduro sea llevado a justicia y pague por sus crímenes! ¡Que la justicia prevalezca y que el pueblo venezolano pueda vivir en libertad y paz! *¡Venezuela, unida y libre!* 💪",0,206,35,2,0,63,,3.0,0.3849798142910003,0.566419780254364,0.0486004799604415,neutro
GayerGus,instagram,2,impactooboutique,2026-01-04,03:40:07,Meu Deus como o senhor é bom ele precisa sentir o que fez com o povo venezuelano tem que ser condenado a prisão perpétua ou morrer,0,130,26,0,0,17,,2.0,0.7505371570587158,0.0819135978817939,0.1675492078065872,positivo
GayerGus,instagram,2,paulomiranda137,2026-01-04,03:37:29,O próximo é o Lula!🙌🙌🙌,0,22,5,3,0,1,,0.0,0.2204960435628891,0.7492498159408569,0.0302540808916091,neutro
GayerGus,instagram,2,marcoantoniolider,2026-01-04,02:47:48,Lula 🦑 sua hora vai chegar 🚨🚨🚨🚨,0,31,7,5,0,300,,8.0,0.5474674701690674,0.3982425630092621,0.0542899668216705,positivo
GayerGus,instagram,2,hedi.alves3,2026-01-04,14:14:17,"De ""chinelin raidi"" 😂😂😂",0,23,4,3,0,3,,1.0,0.641912579536438,0.2879393100738525,0.0701480880379676,positivo
GayerGus,instagram,2,cap_joseluiz,2026-01-04,19:15:12,Chupa havaianas. Começamos com o pé direito !!!!,0,48,8,0,0,1,,0.0,0.5685405135154724,0.4115657806396484,0.0198936872184276,positivo
GayerGus,instagram,2,barba.prudente,2026-01-04,12:34:24,Amigo do NoveDedos 😂😂😂😂,0,23,4,4,0,1,,0.0,0.6811341047286987,0.2598013579845428,0.0590645410120487,positivo
GayerGus,instagram,2,andradeadauto,2026-01-04,04:47:55,Que chegue pros lado de cá,0,26,6,0,0,1,,0.0,0.0611611828207969,0.9186936020851136,0.0201452001929283,neutro
GayerGus,instagram,2,dridomenico,2026-01-04,02:36:41,"Foi a coisa mais incrível que aconteceu, uma injeção de ânimo!!!!!! 💛💙❤️",0,72,12,3,0,1,,0.0,0.9823015928268432,0.0148634482175111,0.0028350106440484,positivo
GayerGus,instagram,2,restituicar_pinturas_custom,2026-01-04,09:49:55,Agora fica igual coitadinho né,0,30,5,0,0,1,,0.0,0.0059697451069951,0.0277219321578741,0.9663082361221312,negativo
GayerGus,instagram,2,helyarantes,2026-01-24,16:12:20,A hora dos daqui está PRÓXIMA.,0,30,6,0,0,0,,0.0,0.0561880804598331,0.8858535885810852,0.0579584091901779,neutro
GayerGus,instagram,2,marly__guanho,2026-01-13,23:20:42,Deus te ouça. 🙏🇧🇷,0,17,4,2,0,0,,0.0,0.7532715797424316,0.228652611374855,0.0180757846683263,positivo
GayerGus,instagram,2,wellwellaraujo,2026-01-11,14:30:28,,0,0,0,0,0,0,,0.0,0.0,1.0,0.0,neutro
GayerGus,instagram,2,wellwellaraujo,2026-01-11,14:30:24,,0,0,0,0,0,0,,0.0,0.0,1.0,0.0,neutro
GayerGus,instagram,2,pastorelvisrj,2026-01-11,11:47:39,"Pastor Elvis, de São João de Meriti- RJ. Preciso muito do seu apoio, somente uma menção do meu nome em suas redes sociais, já mudaria minha pré candidatura a deputado federal. Olha minhas redes. Se puder me ajudar fico grato. Deus te abençoe sempre.",0,249,44,0,0,0,,0.0,0.3074887692928314,0.6156949996948242,0.0768162831664085,neutro
GayerGus,instagram,2,taniolo,2026-01-11,05:06:16,🙌🇺🇸🙏🇧🇷,0,6,1,4,0,0,,0.0,0.3560177087783813,0.6139329671859741,0.0300493352115154,neutro
GayerGus,instagram,2,carlapatricia_2012,2026-01-10,10:20:31,🙌🙌🙌🇧🇷🇧🇷🇧🇷🇧🇷,0,11,1,7,0,0,,0.0,0.4896805584430694,0.4727235436439514,0.0375958830118179,positivo
GayerGus,instagram,2,brmateusguimaraes,2026-01-08,15:26:45,O desumano Maduro amigo do @lulaoficial caiu.🙌,0,46,7,1,1,0,,0.0,0.0241292435675859,0.2080901861190796,0.767780601978302,negativo
GayerGus,instagram,2,rita213878,2026-01-08,14:19:22,Que visão maravilhosa,0,21,3,0,0,0,,0.0,0.9928634762763976,0.0051424112170934,0.0019941926002502,positivo
GayerGus,instagram,2,isis708590,2026-01-08,11:26:38,🙏🇺🇸😂👏👏👏👏👏,0,9,1,8,0,0,,0.0,0.7029227614402771,0.2441417276859283,0.0529354885220527,positivo
GayerGus,instagram,2,vanessaa__gava,2026-01-08,02:18:58,Aguardando ansiosamente pelas bandas de cá 🇧🇷🙌🏻,0,47,7,2,0,0,,0.0,0.8850744366645813,0.1103124693036079,0.0046130758710205,positivo
GayerGus,instagram,2,amparo_lyra,2026-01-07,22:56:42,Glória Deus 🙏🙏,0,14,3,2,0,0,,0.0,0.9327855706214904,0.0526376105844974,0.0145768178626894,positivo
GayerGus,instagram,2,senabeny,2026-01-07,12:49:23,Agora os EUA saqueiam o petróleo da Venezuela livremente.,0,57,9,0,0,0,,0.0,0.0486484169960022,0.8563056588172913,0.0950459912419319,neutro
GayerGus,instagram,2,michellel.freitas,2026-01-07,02:03:08,Liberdade para a América.,0,25,4,0,0,0,,0.0,0.1916952729225158,0.7842975854873657,0.0240071434527635,neutro
