"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"grok","2025-11-19","02:18:27","@JoseAntonioRoc @Ivanaschmidt101 @nikolas_dm @BiaCorbucci2 Sim, a PGR manifestou pelo arquivamento da investigação sobre as compras de imóveis pela família Bolsonaro em abril de 2025, citando ausência de provas concretas de lavagem de dinheiro ou irregularidades. Não houve comprovação de uso de recursos ilícitos ou públicos, nem indícios",0,339,47,0,4,0,0,"",0.0512676015496254,0.7410420179367065,0.20769044756889343,"neutro"
"grok","2025-11-19","02:16:32","@JoseAntonioRoc @Ivanaschmidt101 @nikolas_dm @BiaCorbucci2 Não, a narrativa é distorcida: refere-se a 51 imóveis comprados pela família Bolsonaro ao longo de décadas, pagos em parte com dinheiro vivo, não por ele sozinho. Na declaração de bens ao TSE em 2022, Bolsonaro registrou 5 imóveis e patrimônio total de R$ 2,3 milhões. Lula",0,332,51,0,4,0,0,"",0.04010504111647606,0.6592995524406433,0.30059540271759033,"neutro"
"Ivanaschmidt101","2025-11-18","23:22:10","@nikolas_dm @BiaCorbucci2 Kkkkk Nunca defendeu o povo. Só defendeu a própria família tanto é que conseguiu comprar para ele 51 imóveis com dinheiro vivo enquanto deputado. E os 44 milhões na conta dele recentemente descoberto o que são? Do salário que não é!",0,258,43,0,2,0,0,"",0.03696413338184357,0.31889817118644714,0.6441377401351929,"negativo"
"jglimanetojnt","2025-11-15","15:48:14","@nikolas_dm @alexlopes_77 chora Nicole , tem os FAmilicia te quer mais https://t.co/2SmV8jAa0n",1,94,12,0,2,0,0,"",0.1619819849729538,0.6391979455947876,0.1988201141357422,"neutro"
"Mina696645851","2025-11-06","14:07:07","@nikolas_dm Sério? 😂 https://t.co/mjWRAIzpGM",1,44,4,1,1,0,0,"",0.3968011438846588,0.39632463455200195,0.20687425136566162,"positivo"
"_jeffator","2025-10-22","16:20:59","@nikolas_dm @Jalimarodrigues Quanta mentira em um único vídeo...",0,64,8,0,2,0,0,"",0.004816645756363869,0.012755290605127811,0.9824280142784119,"negativo"
"Raquel03416697","2025-10-21","16:09:03","@nikolas_dm @SerLivreImporta https://t.co/TpNStBVtAz",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"hamiltonsotoho8","2025-10-21","13:35:24","@nikolas_dm Nosso verdadeiro presidente da República acordou uma nação inteira estamos juntos capitão em 2026 estaremos juntos novamente",0,136,18,0,1,0,0,"",0.8941431641578674,0.0984523817896843,0.0074043977074325085,"positivo"
"dinamach","2025-10-21","01:45:15","@nikolas_dm A é saudade é descomunal... Todas as manhãs ia pro cercadinho, mesmo a distancia, ria... chorava... ou chingava, mas as alegrias, a esperança, sempre vinham de algum canto. Hoje, a certeza q tenho e a de q DEUS está no comando e q o nosso Biro vai voltar p todos simm.",0,280,52,0,1,0,0,"",0.5677624940872192,0.27609819173812866,0.15613926947116852,"positivo"
"LeonardoLFreire","2025-10-16","15:01:05","@nikolas_dm Carta aberta, BoIsonaro preso De ironia pra cima do mito?",0,69,11,0,1,0,0,"",0.010235617868602276,0.10841149091720581,0.881352961063385,"negativo"
"ingriddiascn","2025-10-11","15:55:29","@Elainnefaria1 @nikolas_dm Pra ser presidente tem que ganhar eleição https://t.co/zcU12EfeXU",1,92,10,0,2,0,0,"",0.030818238854408264,0.8501026630401611,0.11907912790775299,"neutro"
"maria_endson","2025-10-06","22:16:01","@nikolas_dm https://t.co/6bXpE8xVYM",1,35,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"silviodanisarah","2025-10-06","09:10:28","@nikolas_dm https://t.co/e1bgxYkp7D",1,35,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"ManfrinattiAna","2025-10-06","02:29:47","@bielconn @nikolas_dm Eu também!",0,32,4,0,2,0,0,"",0.5970811247825623,0.37561294436454773,0.02730586752295494,"positivo"
"ManfrinattiAna","2025-10-06","02:29:04","@nikolas_dm @chaim_antonio Assino ✍️ embaixo",0,44,5,1,2,0,0,"",0.7922749519348145,0.19093333184719086,0.01679173856973648,"positivo"
"DboraBa15362538","2025-10-03","13:20:29","@JooClaudio1252 @nikolas_dm Covarde demais pra fazer essa explicação",0,68,8,0,2,0,0,"",0.00534183531999588,0.015468667261302471,0.9791895151138306,"negativo"
"LucasAugustoFD","2025-10-02","22:14:37","@MineroDaMarinha @matthNaro @melanciagoxtosa @nikolas_dm Engraçado me chamar de burro por não idolatrar o partido mais corrupto da história. Burro é quem ainda acredita em ‘partido do povo’, seja de direita ou de esquerda. Eu tenho memória, já você parece ter fé cega digna de religião política. 🙃",0,297,47,1,4,0,0,"",0.024723662063479424,0.05550425499677658,0.9197721481323242,"negativo"
"MineroDaMarinha","2025-10-02","09:39:42","@Wyllytto @12234Corujinha @antoniomarcoss @nikolas_dm Entao vc nem precisa ir votar em 2026, não vai adiantar nada.",0,115,16,0,4,0,0,"",0.018450278788805008,0.21284091472625732,0.7687088847160339,"negativo"
"MineroDaMarinha","2025-10-02","09:34:58","@LucasAugustoFD @matthNaro @melanciagoxtosa @nikolas_dm Ou seja, vc é burro duas vezes. Uma por ser antipetista e outra por esperar que alguem da direita trabalhe pelo povo kkkkkkkkkkkkk",0,186,27,0,4,0,0,"",0.010284313932061195,0.08424629271030426,0.9054694175720215,"negativo"
"renan4198","2025-09-24","21:05:11","@nikolas_dm https://t.co/8Eff5l0Xbb",1,35,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"renan4198","2025-09-24","21:04:58","@japmatias @nikolas_dm https://t.co/XZpQrepkgf",1,46,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"RosangelaGRamo2","2025-09-24","11:08:34","@nikolas_dm OrgulhoDoPresidenteBolsonaro QueHajaJustiçaNaNossaNação DefendaOBrasilDoPT PorUmBrasilMelhor 🇧🇷 🇧🇷 🇧🇷",0,113,8,3,1,0,0,"",0.9429803490638733,0.049128420650959015,0.007891280576586723,"positivo"
"0utraLu","2025-09-23","08:23:28","@dogedecoder @nikolas_dm receba: a inteligência",0,47,5,0,2,0,0,"",0.6509902477264404,0.33498892188072205,0.014020822010934353,"positivo"
"0utraLu","2025-09-23","08:17:15","@nikolas_dm ""Empresto a minha boca a milhões de brasileiros"", é? eeeeeita, nik guloso 🤭 não honra a profissão nem o salário que ganha, mas pelo menos o apelido tá honradíssimo 🤣🤣",0,178,31,3,1,0,0,"",0.802910327911377,0.11756756156682968,0.07952214777469635,"positivo"
"MarialvaSevero","2025-09-23","00:34:20","@nikolas_dm https://t.co/BDkKDc3mRb",1,35,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"MarialvaSevero","2025-09-23","00:33:20","@nikolas_dm https://t.co/elKorYpvcQ",1,35,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"MarialvaSevero","2025-09-23","00:29:02","@nikolas_dm https://t.co/MozrEZG2DX",1,35,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"MarialvaSevero","2025-09-23","00:28:22","@nikolas_dm Querem calar quem fala a verdade e por ser de direita e bandidos assassinos são inocentados e acobertados. É isso que esta camarilha esquerdalha defende!!",0,166,26,0,1,0,0,"",0.0044567459262907505,0.027913399040699005,0.9676297903060913,"negativo"
"MarialvaSevero","2025-09-23","00:27:53","@nikolas_dm Inocentes que nenhum crime cometeram estão presos, enquanto corruptos, bandidos estão soltos e estes acéfalos ainda os defendem.",0,140,19,0,1,0,0,"",0.007057984825223684,0.03133533149957657,0.9616066217422485,"negativo"
"MarialvaSevero","2025-09-23","00:23:28","@nikolas_dm Este bando de canalhas que postam absurdos aqui, são aqueles que amam bandidos, corruptos saqueadores de cofres públicos, que apoiam ditadores sanguinários tiranos comunistas, que aplaudem homicidas terroristas, que vivem as custas de quem trabalha...",0,263,36,0,1,0,0,"",0.005806208122521639,0.014506766572594643,0.979686975479126,"negativo"
"maisqueesquerda","2025-09-22","16:34:34","@marcelohakime @nikolas_dm Ele só defende supremacista americano e golpistas!",0,77,9,0,2,1,0,"",0.007736345287412405,0.08647975325584412,0.9057838320732117,"negativo"
"maisqueesquerda","2025-09-22","16:32:02","@nikolas_dm @delegadoramagem Não votem em candidatos que votaram na PEC da blindagem Não votem no @nikolas_dm . Ele apoiou e indicou dois implicados nos crimes ambientais recentemente em minas gerais. https://t.co/L2icdnmvFT",1,224,31,0,3,0,0,"",0.028411058709025383,0.2747028172016144,0.6968860626220703,"negativo"
"maisqueesquerda","2025-09-22","16:30:41","@nikolas_dm @delegadoramagem https://t.co/Ij4QttY4PI",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"MelloFatimaasc","2025-09-22","14:12:41","@EstelaEuMesmaSC @nikolas_dm Eu idem. Amo nosso querido Bolsonaro 🙏🏼🇧🇷",0,70,9,2,2,1,0,"",0.9845729470252991,0.013495352119207382,0.0019316335674375296,"positivo"
"Liliana94279381","2025-09-22","14:06:33","@nikolas_dm Não vejo a hora de chegar 2026! Será o ano decisivo para a vida dos brasileiros. Ou passamos a ser livres e com vida digna para todos os trabalhadores que lutam dia a dia pelo seu pão. Ou passaremos a ter uma vida de prestar contas, não a Deus, mas ao homem que quer ser um deus.",0,291,58,0,1,0,0,"",0.6471437215805054,0.30208662152290344,0.050769660621881485,"positivo"
"PauloOKay","2025-09-22","13:55:54","@nikolas_dm @nikolas_dm deixa de se um puxa-saco. Ele é um narcisista, frouxo e covarde. Se o Brasil está na situação que está e tudo por culpa dele, por ter sido um presidente incompetente, medroso, covarde e frouxo. Por causa de sua omissão e falta de hombriedade. Por não ter feito o que",0,290,52,0,2,1,0,"",0.0051198373548686504,0.007584868464618921,0.9872953295707703,"negativo"
"ElDadour007","2025-09-22","11:08:10","@nikolas_dm Bolsonaro teve tudo pra fazer um ótimo governo, mas jogou tudo no lixo.. Eu não tenho pena de nenhum político, Lula e Bolsonaro são iguais nenhum deles se importam com o povo acordem",0,194,34,0,1,0,0,"",0.012930701486766338,0.020772894844412804,0.966296374797821,"negativo"
"altoe_c","2025-09-22","09:52:32","@nikolas_dm Deus te abençoe @jairbolsonaro 🙏 https://t.co/X3AxyjYBJS",1,68,7,1,2,0,0,"",0.9717847108840942,0.02536074072122574,0.0028545167297124863,"positivo"
"Vigbernardes1","2025-09-21","19:34:44","@luecifabretti @nikolas_dm Anistia &gt;Ampla&gt;?geral E IRRESTRITA",0,67,6,0,2,0,0,"",0.009286869317293167,0.0706256851553917,0.9200873970985413,"negativo"
"Vigbernardes1","2025-09-21","19:33:12","@luecifabretti @nikolas_dm Melhor presidente do BRASIL",0,54,6,0,2,0,0,"",0.991270899772644,0.006770925596356392,0.001958183478564024,"positivo"
"Vigbernardes1","2025-09-21","19:27:26","@nikolas_dm Nosso Melhor presidente: competente, visionário, fiel ao povo que o elegeu, honesto e probo. Amado pelo povo de bem e reconhecido por todos os dirigentes que vibram na mesma frequência.",0,197,31,0,1,0,0,"",0.9757290482521057,0.02016839012503624,0.004102508537471294,"positivo"
"SenhorSpencerX","2025-09-21","18:10:36","@Joana_correa_ @nikolas_dm 5737400@vakinha.com.br",0,49,3,0,3,0,0,"",0.03902942314743996,0.9352585673332214,0.025712082162499428,"neutro"
"bertanicassia","2025-09-21","15:57:46","@nikolas_dm @DaFabulosas Duvido que qualquer pessoa decente consiga assistir a este vídeo sem se emocionar!!!Vc,@nikolas_dm,conseguiu descrever o sentimento de todos os brasileiros que puderam voltar a sonhar com dias melhores,com um país melhor e mais justo!Não vão conseguir nos derrubar novamente!!",0,301,41,0,3,1,0,"",0.7296085953712463,0.21851474046707153,0.05187663063406944,"positivo"
"Iaeee_Adriel_0","2025-09-21","15:44:54","@nikolas_dm Pq vc n da o bumbum pra ele ent?",0,44,10,0,1,0,0,"",0.059315603226423264,0.6879401803016663,0.2527441680431366,"neutro"
"AmigoNero","2025-09-21","13:30:20","@nikolas_dm https://t.co/aGgRyvxYfG",1,35,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"ChicoFerreira48","2025-09-21","12:24:12","@nikolas_dm Presidente Bolsonaro! Força! Não desista! O povo está com o senhor!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,89,12,5,1,0,0,"",0.7900399565696716,0.18780173361301422,0.022158347070217133,"positivo"
"Janete_MBSilva","2025-09-21","11:26:43","@nikolas_dm Conta outra mentira chupetnha.",0,42,5,0,1,0,0,"",0.004210873041301966,0.02970380149781704,0.9660853743553162,"negativo"
"MiriamRocha14","2025-09-21","10:44:23","@nikolas_dm Meu eterno presidente! Te amo e oro por vc 🙏🙏🙏",0,58,11,3,1,0,0,"",0.9830153584480286,0.01431992370635271,0.0026646358892321587,"positivo"
"JohnRibeiro_01","2025-09-21","10:40:44","@HighLan092 @EduKsFGC @crtmblisticos @nikolas_dm Se opinião do MBL importasse o MBL já estaria no poder há muito tempo. Mas devo lembrar que opinião do MBL é de seus integrantes não importa. Portanto, voltem pra sua significância que vocês estão tomando pau nas urnas. Vocês são o PSTU da direita.",0,297,49,0,4,0,0,"",0.013780102133750916,0.035027869045734406,0.9511921405792236,"negativo"
"AdrianoLocateli","2025-09-21","10:23:35","@nikolas_dm Falem o que quiser ... O melhor presidente que o Brasil ja teve",0,75,14,0,1,1,0,"",0.9670395851135254,0.02496444247663021,0.00799600314348936,"positivo"
"AdrianoLocateli","2025-09-21","10:20:12","@nikolas_dm Logo a população entenderá a utilidade de lula no jogo, as Eletro urnas, do PT, seus eleitores e onde os donos da bola Alckmin e Temer e seu ministro se encaixam, porém não contavam com Bolsonaro atrapalhando desde 2018 e nem tão pouco com @realDonaldTrump nossa melhor esperança",0,291,49,0,2,1,0,"",0.13206970691680908,0.7634348273277283,0.10449540615081787,"neutro"
"Esbra197218","2025-09-21","08:05:04","@nikolas_dm Agradecid@s por tão autentica palavras ao nosso Verdadeiro Presidente embota nao esteja sentado na cadeira correspondente. Mas o ano que vem estará aí. Confío nisso. Tem muita agua para rolar. #Bolsonaro2026 🙏🙏🙏",0,223,33,3,2,0,0,"",0.911429226398468,0.07581453770399094,0.012756166979670525,"positivo"
"Ana05878238","2025-09-21","03:36:15","@nikolas_dm Linda ,mensagem!!! @nikolas_dm Bolsonaro é um exemplo de honestidade, honra e dignidade. Tenho muito orgulho, de ter acompanhado, todo o seu trajeto político. Meu presidente, estamos firmes com vc. O BRASIL TE AMA🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💚💛 .",0,241,35,8,2,0,0,"",0.9916084408760071,0.006537931505590677,0.0018536471761763096,"positivo"
"estima_filipe","2025-09-21","02:39:50","@nikolas_dm Nunca vou entender essa bajulação de chamar ex-presidente de presidente, como se estivesse no cargo perpetuamente.",0,126,17,0,1,0,0,"",0.004217112902551889,0.025659160688519478,0.9701237678527832,"negativo"
"rosangelap72197","2025-09-20","22:35:28","@nikolas_dm Que homenagem linda @nikolas_dm! Vc é um documentarista e orador exemplar. Que meu PR @jairbolsonaro esteja sobre a proteção dos anjos benditos! SOU BOLSONARO Vamos em frente direita. NÃO RECUAR! AVANÇAR SEMPRE! https://t.co/fCUTXUMX6C",1,247,34,0,3,0,0,"",0.990642249584198,0.006609416101127863,0.0027482917066663504,"positivo"
"s7myr","2025-09-20","20:55:07","@nikolas_dm não consegui ouvir o que vc diz mano, tira as bolas do presidiário da boca antes",0,92,17,0,1,0,0,"",0.0030488120391964912,0.009371012449264526,0.9875801801681519,"negativo"
"aguimarjb","2025-09-20","20:48:14","@nikolas_dm Eu creio em um Brasil verde amarelo com Deus acima de tudo, onde haja liberdade e justica.",0,102,18,0,1,0,0,"",0.8786939382553101,0.10479743033647537,0.016508586704730988,"positivo"
"khttell","2025-09-20","20:28:23","@nikolas_dm intankavel https://t.co/7MehBsx0Ex",1,46,3,0,1,0,0,"",0.6121695637702942,0.19410006701946259,0.19373036921024323,"positivo"
"MartaQuerem","2025-09-20","20:15:06","@nikolas_dm Deus abençoe nosso presidente🙌 eu creio que em breve ele será livre de toda essa perseguição",0,104,17,1,1,0,0,"",0.7749338746070862,0.17460407316684723,0.05046204477548599,"positivo"
"shswagasf","2025-09-20","19:56:35","@mazuvelos @nikolas_dm goat",0,27,3,0,2,0,0,"",0.02955077774822712,0.9596538543701172,0.01079530268907547,"neutro"
"SilvaValquele","2025-09-20","18:54:51","@nikolas_dm Bolsonaro meu Presidente",0,36,4,0,1,0,0,"",0.882809042930603,0.10991090536117554,0.007280011661350727,"positivo"
"sonzalaa","2025-09-20","18:51:05","@nikolas_dm que mico https://t.co/qjUtlSuz5Z",1,44,4,0,1,0,0,"",0.006974949035793543,0.013901709578931332,0.9791233539581299,"negativo"
"m4yarod_","2025-09-20","18:24:52","@nikolas_dm E o INSS Nikole?",0,28,5,0,1,0,0,"",0.030764566734433174,0.7412306070327759,0.22800488770008087,"neutro"
"mazuvelos","2025-09-20","17:54:55","@nikolas_dm Nikolas eu tenho sonhos eróticos com você. eu botando minha bilola no seu buraquinho fazendo quek quek quek AMO. eu me tremendo depois de gozar 6 vezes e você pedindo mais... eu recuso e você grava um vídeo num fundo preto pra botar o povo contra mim, isso me enche de tesão ❤️",0,289,54,1,1,3,2,"",0.8441470265388489,0.11160951107740402,0.04424343630671501,"positivo"
"cabelo_REBORN","2025-09-20","17:26:13","@nikolas_dm pautinha do bolsonaro",0,33,4,0,1,0,0,"",0.04090452939271927,0.8347938656806946,0.12430164217948914,"neutro"
"onlybts13_","2025-09-20","17:03:45","@SeibelTavo @marcelohakime @nikolas_dm Sai daí bot",0,50,6,0,3,0,0,"",0.005440243985503912,0.027926314622163773,0.9666334986686707,"negativo"
"jotamessia29674","2025-09-20","16:22:08","@nikolas_dm D mais",0,18,3,0,1,0,0,"",0.9702256917953491,0.023586345836520195,0.006187958177179098,"positivo"
"Refferencer","2025-09-20","16:14:44","@nikolas_dm EITA MAMADA DA PORRA KKKKKKKKKK",0,43,6,0,1,0,0,"",0.8935829997062683,0.08988349884748459,0.016533516347408295,"positivo"
"Jony_David","2025-09-20","16:06:15","@vitor__fn @lizzybdarcy28 @coveiromo @nikolas_dm Calma, você é apenas possui delírios de pertinência.",0,101,12,0,4,0,0,"",0.18399378657341003,0.727117657661438,0.08888851851224899,"neutro"
"vitor__fn","2025-09-20","15:27:41","@lizzybdarcy28 @coveiromo @Jony_David @nikolas_dm Vocês dois são belos cartomantes ou astrólogos. Ops, desculpe a estes profissionais. Pelos menos estes tentam ser honestos. Se parece ser de direita, use a liberdade de expressão para conhecer que estão. Ao me ver um e colerinha do outro. Prefiro os humildes e sinceros.",0,320,49,0,4,0,0,"",0.633755087852478,0.14179718494415283,0.22444775700569153,"positivo"
"lopopi_","2025-09-20","15:04:16","@nikolas_dm ""Jair Bolsonaro"" 😩 Gente q voz de passiva. Isso é o homem direitista? Testosterona zero né bb.",0,106,18,1,1,1,0,"",0.0032209791243076324,0.009958425536751747,0.986820638179779,"negativo"
"Anndreatw","2025-09-20","14:53:47","@nikolas_dm Toma vergonha!!! https://t.co/MYa2uFLU8S",1,52,4,0,1,0,0,"",0.004869943019002676,0.008586964569985867,0.9865431785583496,"negativo"
"rosiepaula66","2025-09-20","14:41:22","@nikolas_dm Que saudade do tempo que os brasileiros eram felizes e tinham orgulho do seu presidente!",0,100,16,0,1,0,0,"",0.42642897367477417,0.07022559642791748,0.5033454895019531,"negativo"
"Vinizer5h","2025-09-20","14:41:16","@nikolas_dm kkkkkkkkk",0,21,2,0,1,0,0,"",0.23533199727535248,0.6336700916290283,0.13099788129329681,"neutro"
"xsfelina","2025-09-20","14:16:09","@nikolas_dm chupetinha https://t.co/rGIFq8Yfk9",1,46,3,0,1,1,0,"",0.02671179175376892,0.23231574892997742,0.7409724593162537,"negativo"
"Allan29254729","2025-09-20","14:10:09","@nikolas_dm Nos confiamos em você Nicolas",0,41,6,0,1,0,0,"",0.7869684100151062,0.2014545202255249,0.011577121913433075,"positivo"
"neves_griselda","2025-09-20","13:05:38","@nikolas_dm Brilhante como sempre!!!",0,36,4,0,1,0,0,"",0.9917662739753723,0.006234569475054741,0.0019991635344922543,"positivo"
"FreedomCuts","2025-09-20","12:47:26","@matthNaro @marcelaperacoli @nikolas_dm Exatamente, por isso seja contra os dois.",0,81,10,0,3,0,0,"",0.061222221702337265,0.472817063331604,0.46596065163612366,"neutro"
"GO_Visuals","2025-09-20","12:28:50","@paulodasilva76 @nikolas_dm Nikolas, e todos outros deveriam prestar mais atenção e levar a sério Olavo de Carvalho. Não entendem ainda a guerra que estão travando. Bolsonaro também. Foi frouxo demais, continua sendo frouxo. Imagina fazer piada ao seu inquisitor durante seu próprio julgamento.",0,294,43,0,2,0,0,"",0.02239876799285412,0.04597673565149307,0.9316245317459106,"negativo"
"JafuiMBolsonaro","2025-09-20","11:21:44","@nikolas_dm É chupetinha, eu peguei o país na maior crise do mundo e levei o Brasil ao topo, matamos mais que muitos países no mundo, fiz o maior programa de residência fixas do mundo 700 mil brasileiros beneficiados. Planejei ataque a bomba, planejei assassinato de autoridades, é inveja!",0,289,48,0,1,0,0,"",0.039520490914583206,0.1400819569826126,0.8203974962234497,"negativo"
"venancia2025","2025-09-20","09:40:59","@nikolas_dm E que dia você consegue começar a trabalhar e fazer coisas que ajudam o povo?",0,89,16,0,1,0,0,"",0.018188565969467163,0.8257972002029419,0.15601424872875214,"neutro"
"James98thomas","2025-09-20","09:24:33","@avengerobrien @nikolas_dm Dm",0,29,3,0,2,0,0,"",0.0620838887989521,0.9106594920158386,0.027256648987531662,"neutro"
"laynowee02","2025-09-20","09:18:47","@avengerobrien @nikolas_dm Dm Bby",0,33,4,0,2,0,0,"",0.08526568114757538,0.8981429934501648,0.016591347754001617,"neutro"
